;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;1790_1;1790_2;1791;1792;1793;1794;1795;1796;1797;1798;1799;1800;1801;1802;1803;1804;1805;1806;1807;1808;1809;1810;1811;1812;1813;1814;1815;1816;1817;1818;1819;1820;1821;1822;1823;1824;1825;1826;1827;1828;1829;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.130158802;0.107044374;0;0;0;0;0;0;0;0;0;0;0;0;0.31839611;0.376879516;0;0.341127241;0.199841759;0.499173139;0.523757848;0.786627852;0.554292489;0.398800551;0.813806001;0.638883288;0.3786841;0.577734061;0.316499612;0.287797197;0.255007718;0;0.178141028;0.670719823;0;0.300058284;0;0.128534985;0.216070543;0;0;0;0.330479532;0;0;0;0;0.111456855;0;0;0.423969388;0.223874276;0.509988061;0.415048136;0.101069155;0;0;0;0;0.119393478;0;0;0.286089304;0;0.146712917;0;0;0;0;0;0.100895696;0.149637809;0.394906522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.120120749;0;0;0;0.205576637;0;0;0;0;0;0;0;0;0;0;0;0.106811394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.397220673;0.600158664;0.592772321;0.475603264;0.560855686;0.589469081;0.701449307;0.779925356;0.783560498;0.763665638;0.200121288;0.802511811;0.825160167;0.930243764;0.998019591;0.999942883;0.142551701;0.170424452;0.344094105;0.223882286;0;0;0.251447524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.593107825;0.848736808;0.67240498;0.68175443;0.242409795;0.195124208;0.441263561;0.426197522;0.485225789;0.522612719;0.466375398;0.210766546;0.689908578;0.653699351;0.725958039;0.585224441;0.221483862;0.176570262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.629387082;0.512227308;0;0.110143167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.106109175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.158313927;0;0;0;0;0;0;0.219682594;0.415420189;0.551473871;0;0;0;0;0;0;0;0;0.826520434;0.796681557;0.974949713;0.819700654;0;0;0.192816376;0.212450596;0;0;0;0;0;0;0.145990728;0.152738001;0.253168312;0.203311107;0.298500228;0.417434982;0.424492676;0.292688954;0.147746244;0.128642144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.118489837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.299672476;0;0.181114362;0;0;0;0;0.120225148;0.128918436;0.190762403;0.454816806;0.409473717;0.532965337;0.158094396;0.168706631;0;0.299957127;0.536783721;0.448293132;0;0;0;0;0.379051498;0.169639341;0.985710819;0.579167708;0.38384658;0.458985186;0.143189997;0;0;0;0.204749201;0.199297185;0.157631065;0.124599096;0;0;0;0;0.105939853;0;0;0;0;0;0;0;0.103237065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23774871;0;0.303178544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.137930156;0.100832497;0.301761067;0.104877016;0.359577179;0.25035164;0.367458505;0.28151708;0.247766771;0.607008515;0.46923408;0.476888465;0.221992026;0;0.472755433;0.163346244;0.418996744;0.183029622;0.199439501;0;0.183022723;0.304977779;0;0;0.441337637;0.259272124;0.572280962;0.516680708;0.273128282;0;0;0;0.54950251;0.335938193;0.466867318;0.562606727;0.501165264;0.353308519;0.310908807;0.242987563;0;0.142304707;0;0;0.249870492;0;0.327481462;0.206785727;0;0.236907942;0;0;0.365811009;0.409408469;0.372116084;0.7890488;0.138889579;0.194502778;0.273983823;0.375336218;0;0;0.225512471;0.485310044;0.398402373;0.410299046;0.298365134;0.11824314;0;0;0;0;0;0;0;0;0;0;0.181539646;0;0;0;0;0;0;0;0;0;0.173429766;0.200440395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196191463;0.243763546;0.25589194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12208066;0.471822494;0.910168759;0.809270546;0.329246256;0.322864799;0.124326458;0.189126966;0.106149546;0;0.350090747;0.626893591;0.673701794;0.653458336;0.779904723;0.879597986;0.927319723;0;0;0;0;0.107886738;0.285276466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.161954418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.999299817;0.999430206;0.999667837;0.999629641;0.944118176;0.754744727;0.999621236;0.978755834;0.76190669;0.999653414;0.696346863;0.96071535;0.949602193;0.954424506;0.977928127;0.99962318;0.979627036;0.99973343;0.991072198;0.999706355;0.999558897;0.999685478;0.999663884;0.803583252;0.68438919;0.595672636;0.862120477;0.824864347;0.861904368;0.819343045;0.698076609;0.894908741;0.640291303;0.749491848;0.632424024;0.718393372;0.727699793;0.392894719;0.53065972;0.511107282;0.459548109;0.528942669;0.506334801;0.495440371;0.37364334;0.317746927;0.276739269;0.21331264;0.262626694;0.296164338;0.169913743;0.28361088;0.179896823;0.162914508;0.111135533;0;0;0;0;0;0;0.191027821;0.139613642;0.161369092;0.120212202;0.210399785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.102581348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.148132343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29473538;0.414766974;0;0.747510192;0.313125284;0;0.111220338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.663589499;0.215297461;0.144968862;0.495673353;0.73661061;0.915789285;0.9997883;0.999835008;0.620767955;0.830279022;0;0;0;0;0;0.817379926;0.620526117;0.812547289;0;0;0;0;0;0.120940389;0;0;0;0;0;0;0;0;0.101934468;0;0;0;0;0;0;0;0;0;0;0;0;0;0.406152051;0;0;0;0;0;0;0;0;0.143408932;0.271543838;0;0;0;0;0;0;0;0;0;0.22595497;0.107203697;0.180088651;0;0;0
